Word	POS	Joint Probability	
react	VB	6.89E-06	
singer	NN	6.89E-06	
columns	NNS	6.89E-06	
belong	RB	6.89E-06	
remains	NNS	6.89E-06	
rises	NNS	6.89E-06	
controlled	VBD	6.89E-06	
Eight	NNP	6.89E-06	
intimate	NN	6.89E-06	
feared	VBD	6.89E-06	
tax-free	JJ	6.89E-06	
contests	NNS	6.89E-06	
1931	CD	6.89E-06	
secure	NN	6.89E-06	
regretted	VBD	6.89E-06	
Esther	NNP	6.89E-06	
licked	VBD	6.89E-06	
behave	VB	6.89E-06	
witness	VB	6.89E-06	
marvelous	JJ	6.89E-06	
anatomical	JJ	6.89E-06	
Start	NNP	6.89E-06	
unaware	JJ	6.89E-06	
louder	NN	6.89E-06	
enforce	VB	6.89E-06	
remembers	VBZ	6.89E-06	
prejudice	NN	6.89E-06	
cites	VBZ	6.89E-06	
tops	NNS	6.89E-06	
generated	VBN	6.89E-06	
witches	NNS	6.89E-06	
instructor	NN	6.89E-06	
rocking	NN	6.89E-06	
indifferent	JJ	6.89E-06	
holidays	NNS	6.89E-06	
requests	NNS	6.89E-06	
summarized	VBN	6.89E-06	
pronounced	JJ	6.89E-06	
defended	VBN	6.89E-06	
600	CD	6.89E-06	
staggered	VBD	6.89E-06	
nominated	VBN	6.89E-06	
1922	CD	6.89E-06	
Sixties	NNP	6.89E-06	
grab	VB	6.89E-06	
lively	JJ	6.89E-06	
focal	JJ	6.89E-06	
nonsense	NN	6.89E-06	
bore	VBD	6.89E-06	
voting	VBG	6.89E-06	
apply	VBP	6.89E-06	
Highway	NNP	6.89E-06	
Sheldon	NNP	6.89E-06	
fulfilled	VBN	6.89E-06	
bloom	NN	6.89E-06	
vanished	VBN	6.89E-06	
actuality	NN	6.89E-06	
orchestra	JJ	6.89E-06	
Newark	NNP	6.89E-06	
committed	VBD	6.89E-06	
bin	NN	6.89E-06	
Feb-56	JJ	6.89E-06	
springs	NNS	6.89E-06	
ghetto	NN	6.89E-06	
Low	NNP	6.89E-06	
gospel	NN	6.89E-06	
forgive	JJ	6.89E-06	
tell	NN	6.89E-06	
one's	VB	6.89E-06	
Von	NNP	6.89E-06	
piled	VBD	6.89E-06	
exercised	VBD	6.89E-06	
counters	NNS	6.89E-06	
doomed	VBN	6.89E-06	
**yc	NN	6.89E-06	
sponsors	NNS	6.89E-06	
mix	VB	6.89E-06	
badness	NN	6.89E-06	
Doctrine	NNP	6.89E-06	
longer	NN	6.89E-06	
grandmother	NN	6.89E-06	
AM	NNP	6.89E-06	
Victoria	NNP	6.89E-06	
warned	VBN	6.89E-06	
Snow	NNP	6.89E-06	
caliber	NN	6.89E-06	
sailors	NNS	6.89E-06	
upstairs	NNS	6.89E-06	
Wendell	NNP	6.89E-06	
rescue	NN	6.89E-06	
retired	JJ	6.89E-06	
rake	NN	6.89E-06	
compost	NN	6.89E-06	
revision	NN	6.89E-06	
confirmed	VBD	6.89E-06	
tours	NNS	6.89E-06	
integrated	VBN	6.89E-06	
Forces	NNS	6.89E-06	
fancy	NN	6.89E-06	
Representatives	NNPS	6.89E-06	
Lucia	NNP	6.89E-06	
borrow	VB	6.89E-06	
triumphantly	RB	6.89E-06	
breathed	VBD	6.89E-06	
grunted	VBD	6.89E-06	
Nogol	NNP	6.89E-06	
pro	JJ	6.89E-06	
strained	VBD	6.89E-06	
insisted	VBN	6.89E-06	
rebel	NN	6.89E-06	
rated	VBN	6.89E-06	
stupidity	NN	6.89E-06	
drill	VB	6.89E-06	
sitting	NN	6.89E-06	
flair	NN	6.89E-06	
attributes	NNS	6.89E-06	
tailored	VBN	6.89E-06	
distal	JJ	6.89E-06	
works	NN	6.89E-06	
likewise	RB	6.89E-06	
expended	VBN	6.89E-06	
architectural	JJ	6.89E-06	
Nazis	NNP	6.89E-06	
accommodations	NNS	6.89E-06	
climbing	VBG	6.89E-06	
introduce	VB	6.89E-06	
European	NNP	6.89E-06	
declaration	NN	6.89E-06	
Similar	JJ	6.89E-06	
dialect	NN	6.89E-06	
earth's	NN	6.89E-06	
mortality	NN	6.89E-06	
ring	VBG	6.89E-06	
sealed	VBN	6.89E-06	
Bottom	NNP	6.89E-06	
Open	NNP	6.89E-06	
Malraux's	NNP	6.89E-06	
stirred	VBN	6.89E-06	
two-thirds	NNS	6.89E-06	
mine	JJ	6.89E-06	
investigating	VBG	6.89E-06	
efficiently	RB	6.89E-06	
Lodge	NNP	6.89E-06	
state's	NN	6.89E-06	
slug	NN	6.89E-06	
fire	VB	6.89E-06	
Sox	NNP	6.89E-06	
Expressway	NNP	6.89E-06	
microscope	NN	6.89E-06	
Cold	NNP	6.89E-06	
sir	JJ	6.89E-06	
sweep	NN	6.89E-06	
incurred	VBN	6.89E-06	
quill	NN	6.89E-06	
saline	JJ	6.89E-06	
precaution	NN	6.89E-06	
Achievement	NNP	6.89E-06	
shouting	NN	6.89E-06	
swing	NN	6.89E-06	
Voltaire	NNP	6.89E-06	
nephew	NN	6.89E-06	
Indonesia	NNP	6.89E-06	
one-shot	JJ	6.89E-06	
possesses	VBZ	6.89E-06	
characterization	NN	6.89E-06	
buffalo	NN	6.89E-06	
trim	JJ	6.89E-06	
fair	NN	6.89E-06	
generously	RB	6.89E-06	
warming	VBG	6.89E-06	
ontological	JJ	6.89E-06	
cracking	VBG	6.89E-06	
needed	JJ	6.89E-06	
Hetman's	NNP	6.89E-06	
inclination	NN	6.89E-06	
Generally	RB	6.89E-06	
reviewing	VBG	6.89E-06	
liking	NN	6.89E-06	
milling	NN	6.89E-06	
doubt	VB	6.89E-06	
pulls	VBZ	6.89E-06	
civic	JJ	6.89E-06	
you'll	NNS	6.89E-06	
oh	UH	6.89E-06	
upside	RB	6.89E-06	
civilized	JJ	6.89E-06	
cruel	JJ	6.89E-06	
loving	VBG	6.89E-06	
plotted	VBN	6.89E-06	
ill	NN	6.89E-06	
centimeters	NNS	6.89E-06	
predispositions	NNS	6.89E-06	
rails	NNS	6.89E-06	
staircase	NN	6.89E-06	
assessing	VBG	6.89E-06	
shaped	VBD	6.89E-06	
operate	VBP	6.89E-06	
noted	JJ	6.89E-06	
jig	NN	6.89E-06	
Aside	RB	6.89E-06	
footsteps	NNS	6.89E-06	
supporters	NNS	6.89E-06	
Order	NNP	6.89E-06	
reduced	VBD	6.89E-06	
designed	VBD	6.89E-06	
miniature	NN	6.89E-06	
counted	VBN	6.89E-06	
draw	VBP	6.89E-06	
usable	JJ	6.89E-06	
beating	VBG	6.89E-06	
Stravinsky	NNP	6.89E-06	
tyranny	NN	6.89E-06	
Series	NNP	6.89E-06	
lonely	JJ	6.89E-06	
financially	RB	6.89E-06	
perfume	NN	6.89E-06	
grasp	VB	6.89E-06	
complain	VB	6.89E-06	
monotonous	JJ	6.89E-06	
absurdity	NN	6.89E-06	
extended	JJ	6.89E-06	
refers	NNS	6.89E-06	
18th	CD	6.89E-06	
chambers	NNS	6.89E-06	
insane	NN	6.89E-06	
poured	VBN	6.89E-06	
Deal	NNP	6.89E-06	
Whether	IN	6.89E-06	
1914	CD	6.89E-06	
architects	NNS	6.89E-06	
That's	IN	6.89E-06	
ensure	VB	6.89E-06	
singled	VBD	6.89E-06	
sung	VBN	6.89E-06	
qualified	JJ	6.89E-06	
Palazzo	NNP	6.89E-06	
allow	VBP	6.89E-06	
privileges	NNS	6.89E-06	
polished	JJ	6.89E-06	
mm.	NN	6.89E-06	
collections	NNS	6.89E-06	
Artists	NNS	6.89E-06	
Roberts	NNS	6.89E-06	
15th	JJ	6.89E-06	
bull's-eye	NN	6.89E-06	
Be	NNP	6.89E-06	
consultation	NN	6.89E-06	
redcoats	NNS	6.89E-06	
monuments	NNS	6.89E-06	
lack	VB	6.89E-06	
clocks	NNS	6.89E-06	
restore	VB	6.89E-06	
Australian	JJ	6.89E-06	
Prime	NNP	6.89E-06	
consist	VB	6.89E-06	
landing	VBG	6.89E-06	
interfere	VB	6.89E-06	
wake	NN	6.89E-06	
weight	JJ	6.89E-06	
convenient	NN	6.89E-06	
thief	NN	6.89E-06	
utilize	VB	6.89E-06	
scenic	JJ	6.89E-06	
progressed	VBD	6.89E-06	
eaten	VBN	6.89E-06	
sophistication	NN	6.89E-06	
Housing	NNP	6.89E-06	
drive	VBP	6.89E-06	
regulation	NN	6.89E-06	
Piano	NNP	6.89E-06	
that's	VBP	6.89E-06	
parish	JJ	6.89E-06	
Walnut	NNP	6.89E-06	
bend	NN	6.89E-06	
expanded	VBD	6.89E-06	
crown	NN	6.89E-06	
die	VBP	6.89E-06	
disappearance	NN	6.89E-06	
existential	JJ	6.89E-06	
Faith	NNP	6.89E-06	
Put	VB	6.89E-06	
spread	VBP	6.89E-06	
appetite	NN	6.89E-06	
Thornburg	NNP	6.89E-06	
nod	NN	6.89E-06	
you'd	RB	6.89E-06	
sunset	NN	6.89E-06	
homogeneous	JJ	6.89E-06	
allotted	VBN	6.89E-06	
designers	NNS	6.89E-06	
imperative	JJ	6.89E-06	
orthodontist	NN	6.89E-06	
measured	JJ	6.89E-06	
attributed	VBN	6.89E-06	
standing	NN	6.89E-06	
Pollock	NNP	6.89E-06	
Matson	NNP	6.89E-06	
convertible	JJ	6.89E-06	
Pulley	NNP	6.89E-06	
summary	NN	6.89E-06	
slaughter	NN	6.89E-06	
discontent	NN	6.89E-06	
hardship	NN	6.89E-06	
released	VBD	6.89E-06	
Connally	NNP	6.89E-06	
Minor	NNP	6.89E-06	
doubted	VBD	6.89E-06	
exceedingly	RB	6.89E-06	
suspect	VB	6.89E-06	
ceramic	JJ	6.89E-06	
honoring	VBG	6.89E-06	
finite	JJ	6.89E-06	
acquired	VBD	6.89E-06	
electrostatic	JJ	6.89E-06	
confirmed	VBN	6.89E-06	
actives	NNS	6.89E-06	
Use	VB	6.89E-06	
stripped	VBD	6.89E-06	
harvest	NN	6.89E-06	
fundamentally	RB	6.89E-06	
therefore	NN	6.89E-06	
cooled	VBD	6.89E-06	
penetrating	VBG	6.89E-06	
deliberate	JJ	6.89E-06	
Jubal	NNP	6.89E-06	
designing	VBG	6.89E-06	
prosperous	JJ	6.89E-06	
carrier	NN	6.89E-06	
proposed	JJ	6.89E-06	
filter	NN	6.89E-06	
counts	NNS	6.89E-06	
flow	VB	6.89E-06	
jokes	NNS	6.89E-06	
Didn't	NNP	6.89E-06	
averaging	VBG	6.89E-06	
spy	NN	6.89E-06	
Wyoming	NNP	6.89E-06	
unite	VB	6.89E-06	
overt	JJ	6.89E-06	
ancestry	NN	6.89E-06	
distorted	VBN	6.89E-06	
congressmen	NNS	6.89E-06	
disturbing	VBG	6.89E-06	
obscure	JJ	6.89E-06	
exploit	VB	6.89E-06	
sponsor	NN	6.89E-06	
avoidance	NN	6.89E-06	
telegram	NN	6.89E-06	
tended	VBN	6.89E-06	
appreciate	VBP	6.89E-06	
peaks	NNS	6.89E-06	
illegal	JJ	6.89E-06	
forget	NN	6.89E-06	
neighboring	JJ	6.89E-06	
intelligent	NN	6.89E-06	
Romans	NNPS	6.89E-06	
neon	NN	6.89E-06	
weird	JJ	6.89E-06	
coldly	RB	6.89E-06	
swore	NN	6.89E-06	
piled	VBN	6.89E-06	
leave	NN	6.89E-06	
earned	VBN	6.89E-06	
archaeological	JJ	6.89E-06	
B-52	NNP	6.89E-06	
retrieved	VBN	6.89E-06	
guiding	VBG	6.89E-06	
Port	NNP	6.89E-06	
Jenkins	NNP	6.89E-06	
walks	NNS	6.89E-06	
sweetheart	NN	6.89E-06	
rushed	VBN	6.89E-06	
authorized	JJ	6.89E-06	
Remove	VB	6.89E-06	
reciprocal	JJ	6.89E-06	
touch	JJ	6.89E-06	
mother's	JJ	6.89E-06	
grant	VB	6.89E-06	
acid	NN	6.89E-06	
showing	NN	6.89E-06	
exaggerated	JJ	6.89E-06	
anatomy	NN	6.89E-06	
blank	JJ	6.89E-06	
Hamrick	NNP	6.89E-06	
decrease	VB	6.89E-06	
fresco	NN	6.89E-06	
Eventually	RB	6.89E-06	
formulate	VB	6.89E-06	
trades	NNS	6.89E-06	
Protestants	NNS	6.89E-06	
other's	NN	6.89E-06	
bosom	NN	6.89E-06	
forbidden	JJ	6.89E-06	
formulated	VBN	6.89E-06	
Early	RB	6.89E-06	
bloat	NN	6.89E-06	
cherished	VBN	6.89E-06	
admit	VBP	6.89E-06	
Bake	NNP	6.89E-06	
populations	NNS	6.89E-06	
irregularities	NNS	6.89E-06	
gram	NN	6.89E-06	
sense	VB	6.89E-06	
graduated	VBN	6.89E-06	
drove	VB	6.89E-06	
retains	VBZ	6.89E-06	
7th	CD	6.89E-06	
two-story	JJ	6.89E-06	
guessed	VBD	6.89E-06	
promise	VB	6.89E-06	
debris	NN	6.89E-06	
Affairs	NNP	6.89E-06	
predictable	JJ	6.89E-06	
Remember	VB	6.89E-06	
encouraged	VBD	6.89E-06	
isn't	VBP	6.89E-06	
Anyway	NNP	6.89E-06	
surge	NN	6.89E-06	
Sioux	NNP	6.89E-06	
halted	VBD	6.89E-06	
perceived	VBN	6.89E-06	
graceful	JJ	6.89E-06	
presumed	VBN	6.89E-06	
halfback	NN	6.89E-06	
bear	NN	6.89E-06	
parking	VBG	6.89E-06	
Give	VB	6.89E-06	
Barker	NNP	6.89E-06	
repeating	VBG	6.89E-06	
Mosque	NNP	6.89E-06	
Time	NN	6.89E-06	
figs.	JJ	6.89E-06	
importantly	RB	6.89E-06	
stress	VB	6.89E-06	
printed	VBD	6.89E-06	
terminate	VB	6.89E-06	
afterwards	NNS	6.89E-06	
cook	VB	6.89E-06	
niece	NN	6.89E-06	
confrontation	NN	6.89E-06	
plasma	NN	6.89E-06	
unprecedented	JJ	6.89E-06	
demand	VBP	6.89E-06	
spatial	JJ	6.89E-06	
sick	NN	6.89E-06	
Latin	JJ	6.89E-06	
wear	VBP	6.89E-06	
Parents	NNS	6.89E-06	
Manager	NNP	6.89E-06	
tracing	VBG	6.89E-06	
Grace	NNP	6.89E-06	
complaints	NNS	6.89E-06	
sang	NN	6.89E-06	
gravel	NN	6.89E-06	
Say	NNP	6.89E-06	
whisper	NN	6.89E-06	
stare	NN	6.89E-06	
ml	NN	6.89E-06	
benches	NNS	6.89E-06	
quoted	VBD	6.89E-06	
statesmen	NNS	6.89E-06	
interruption	NN	6.89E-06	
Speaking	VBG	6.89E-06	
clever	NN	6.89E-06	
employ	VB	6.89E-06	
encouraging	JJ	6.89E-06	
forty	NN	6.89E-06	
Rather	CC	6.89E-06	
provinces	NNS	6.89E-06	
Examiner	NNP	6.89E-06	
Murray	NNP	6.89E-06	
kilometer	NN	6.89E-06	
directional	JJ	6.89E-06	
gaiety	NN	6.89E-06	
we'd	NN	6.89E-06	
encounter	VB	6.89E-06	
presses	NNS	6.89E-06	
bolt	NN	6.89E-06	
Francesca	NNP	6.89E-06	
Headquarters	NNP	6.89E-06	
spun	NN	6.89E-06	
Soon	NN	6.89E-06	
sponsored	VBD	6.89E-06	
restrict	VB	6.89E-06	
We'd	NNP	6.89E-06	
arcs	NN	6.89E-06	
Freedom	NNP	6.89E-06	
nineteen	JJ	6.89E-06	
negotiate	VB	6.89E-06	
leagues	NNS	6.89E-06	
sampling	VBG	6.89E-06	
<unk>	DT	6.89E-06	
timing	NN	6.89E-06	
tune	NN	6.89E-06	
Guy	NNP	6.89E-06	
one-third	JJ	6.89E-06	
manifold	NN	6.89E-06	
constituted	VBD	6.89E-06	
motivated	VBN	6.89E-06	
hints	NNS	6.89E-06	
straw	NN	6.89E-06	
read	NN	6.89E-06	
Today	NNP	6.89E-06	
overseas	RB	6.89E-06	
steeple	NN	6.89E-06	
You're	VB	6.89E-06	
mile	JJ	6.89E-06	
domes	NNS	6.89E-06	
reveals	NNS	6.89E-06	
brushed	VBN	6.89E-06	
restoration	NN	6.89E-06	
Le	NNP	6.89E-06	
Strasbourg	NNP	6.89E-06	
quantitative	JJ	6.89E-06	
perceive	VB	6.89E-06	
youngster	NN	6.89E-06	
Wolfe	NNP	6.89E-06	
beside	RB	6.89E-06	
degree	JJ	6.89E-06	
verses	NNS	6.89E-06	
brings	NNS	6.89E-06	
drag	VB	6.89E-06	
respondents	NNS	6.89E-06	
thieves	NNS	6.89E-06	
strains	NNS	6.89E-06	
push	NN	6.89E-06	
<unk>	''	6.89E-06	
Constitution	NN	6.89E-06	
cellar	JJ	6.89E-06	
curtains	NNS	6.89E-06	
dish	NN	6.89E-06	
reporting	VBG	6.89E-06	
ft.	NN	6.89E-06	
fitness	NN	6.89E-06	
nickname	NN	6.89E-06	
detect	VB	6.89E-06	
Credit	NNP	6.89E-06	
walking	NN	6.89E-06	
dusk	NN	6.89E-06	
latent	JJ	6.89E-06	
Indian	NNP	6.89E-06	
seeming	VBG	6.89E-06	
P.M.	NNP	6.89E-06	
erotic	JJ	6.89E-06	
Barco's	NNP	6.89E-06	
motif	NN	6.89E-06	
men's	JJ	6.89E-06	
Angelo	NNP	6.89E-06	
rulers	NNS	6.89E-06	
skywave	VBP	6.89E-06	
anticipated	JJ	6.89E-06	
hint	NN	6.89E-06	
contributes	VBZ	6.89E-06	
object	VB	6.89E-06	
vain	NN	6.89E-06	
ghost	NN	6.89E-06	
prominently	RB	6.89E-06	
inclined	JJ	6.89E-06	
hired	VBD	6.89E-06	
cm.	NN	6.89E-06	
molding	NN	6.89E-06	
vegetable	JJ	6.89E-06	
accompanied	VBD	6.89E-06	
compiled	VBN	6.89E-06	
Cubism	NNP	6.89E-06	
deserve	VBP	6.89E-06	
slow	VB	6.89E-06	
tap	NN	6.89E-06	
overboard	RB	6.89E-06	
wreath	NN	6.89E-06	
warmed	VBD	6.89E-06	
aborigines	NNS	6.89E-06	
unnatural	JJ	6.89E-06	
cliff	NN	6.89E-06	
Executive	NNP	6.89E-06	
smiles	NNS	6.89E-06	
marijuana	NN	6.89E-06	
partisan	JJ	6.89E-06	
technically	RB	6.89E-06	
postponed	VBN	6.89E-06	
variable	NN	6.89E-06	
sympathies	NNS	6.89E-06	
emerges	VBZ	6.89E-06	
cleaned	VBN	6.89E-06	
Masters	NNP	6.89E-06	
1921	CD	6.89E-06	
curse	NN	6.89E-06	
return	VBP	6.89E-06	
Brandon	NNP	6.89E-06	
crashed	VBN	6.89E-06	
dreamed	VBD	6.89E-06	
Thor	NNP	6.89E-06	
Cadillac	NNP	6.89E-06	
recommending	VBG	6.89E-06	
dread	NN	6.89E-06	
risk	VB	6.89E-06	
Prevot	NNP	6.89E-06	
rustling	VBG	6.89E-06	
snatched	VBD	6.89E-06	
hurt	VBN	6.89E-06	
indicator	NN	6.89E-06	
Chien	NNP	6.89E-06	
Anglican	NNP	6.89E-06	
molecules	NNS	6.89E-06	
tear	VB	6.89E-06	
calculated	VBD	6.89E-06	
favor	VBP	6.03E-06	
inspired	VBD	6.03E-06	
therefore	VB	6.03E-06	
crowds	NN	6.03E-06	
supports	NNS	6.03E-06	
watch	VBP	6.03E-06	
plow	NN	6.03E-06	
thee	VB	6.03E-06	
ancient	NN	6.03E-06	
crowded	JJ	6.03E-06	
boys	VBZ	6.03E-06	
allied	VBN	6.03E-06	
appeal	VB	6.03E-06	
place	VBP	6.03E-06	
Right	NNP	6.03E-06	
accounts	VBZ	6.03E-06	
Presently	RB	6.03E-06	
guides	NNS	6.03E-06	
revealing	VBG	6.03E-06	
twelve	VB	6.03E-06	
curled	VBD	6.03E-06	
wished	VBN	6.03E-06	
cement	NN	6.03E-06	
Suppose	VB	6.03E-06	
compressed	VBN	6.03E-06	
Swiss	NNP	6.03E-06	
content	JJ	6.03E-06	
pleasing	VBG	6.03E-06	
bound	IN	6.03E-06	
quest	NN	6.03E-06	
detached	VBN	6.03E-06	
Shall	NN	6.03E-06	
professional	NN	6.03E-06	
spreads	VBZ	6.03E-06	
ruined	VBD	6.03E-06	
understand	RB	6.03E-06	
meaningless	NN	6.03E-06	
lighter	NN	6.03E-06	
snapping	VBG	6.03E-06	
offering	NN	6.03E-06	
spark	NN	6.03E-06	
expose	VB	6.03E-06	
impose	VB	6.03E-06	
Jews	NNS	6.03E-06	
reject	VB	6.03E-06	
folded	VBD	6.03E-06	
sixty	NN	6.03E-06	
How's	NNP	6.03E-06	
Indies	NNPS	6.03E-06	
belongs	NNS	6.03E-06	
revised	VBD	6.03E-06	
misunderstanding	NN	6.03E-06	
stepped	VBN	6.03E-06	
lack	VBP	6.03E-06	
drunk	VBN	6.03E-06	
swim	VB	6.03E-06	
stay	VBP	6.03E-06	
and/or	JJ	6.03E-06	
dinner	VB	6.03E-06	
Youth	NNP	6.03E-06	
lead	JJ	6.03E-06	
feminine	JJ	6.03E-06	
falls	NNS	6.03E-06	
Protestant	JJ	6.03E-06	
launch	VB	6.03E-06	
come	VBD	6.03E-06	
nigger	NN	6.03E-06	
throw	NN	6.03E-06	
crown	JJ	6.03E-06	
infant	NN	6.03E-06	
command	VB	6.03E-06	
reckless	JJ	6.03E-06	
frightening	VBG	6.03E-06	
persuaded	VBD	6.03E-06	
fake	JJ	6.03E-06	
Future	NNP	6.03E-06	
favors	NNS	6.03E-06	
inherited	VBN	6.03E-06	
kicked	VBN	6.03E-06	
No	CC	6.03E-06	
medieval	JJ	6.03E-06	
entertaining	VBG	6.03E-06	
jaws	NN	6.03E-06	
retained	VBD	6.03E-06	
Ever	RB	6.03E-06	
depressed	JJ	6.03E-06	
Cut	NNP	6.03E-06	
Military	NNP	6.03E-06	
canvases	NNS	6.03E-06	
foe	NN	6.03E-06	
a.m.	RB	6.03E-06	
preserves	NNS	6.03E-06	
fun	JJ	6.03E-06	
proportionate	JJ	6.03E-06	
established	JJ	6.03E-06	
faint	JJ	6.03E-06	
Apart	RB	6.03E-06	
British	NNP	6.03E-06	
accustomed	VBN	6.03E-06	
equals	NNS	6.03E-06	
ain't	VBZ	6.03E-06	
<unk>	MD	6.03E-06	
blooming	VBG	6.03E-06	
you'd	JJ	6.03E-06	
yielded	VBN	6.03E-06	
afraid	VBN	6.03E-06	
undermine	VB	6.03E-06	
differs	NNS	6.03E-06	
center	VB	6.03E-06	
laying	VBG	6.03E-06	
nailed	VBN	6.03E-06	
Today	VB	6.03E-06	
inherited	VBD	6.03E-06	
smooth	NN	6.03E-06	
boiling	VBG	6.03E-06	
Add	NNP	6.03E-06	
straight	VBN	6.03E-06	
accord	NN	6.03E-06	
exhausted	VBN	6.03E-06	
feed	VBP	6.03E-06	
forced	JJ	6.03E-06	
Plan	NNP	6.03E-06	
tonight	JJ	6.03E-06	
kiss	NN	6.03E-06	
histories	NNS	6.03E-06	
tribes	NNS	6.03E-06	
hurried	VBN	6.03E-06	
fort	NN	6.03E-06	
creeping	VBG	6.03E-06	
viewing	VBG	6.03E-06	
swallowed	VBD	6.03E-06	
slashed	VBD	6.03E-06	
slave	JJ	6.03E-06	
duly	RB	6.03E-06	
yourselves	NNS	6.03E-06	
Creator	NNP	6.03E-06	
notice	RB	6.03E-06	
measured	VBD	6.03E-06	
gaze	NN	6.03E-06	
antique	NN	6.03E-06	
Though	NNP	6.03E-06	
virgin	NN	6.03E-06	
loading	NN	6.03E-06	
ruling	VBG	6.03E-06	
Come	VB	6.03E-06	
lower	VB	6.03E-06	
oily	RB	6.03E-06	
wrinkled	VBD	6.03E-06	
scrambled	VBD	6.03E-06	
afforded	VBN	6.03E-06	
surrender	VB	6.03E-06	
Merchant	NNP	6.03E-06	
expressed	JJ	6.03E-06	
Modern	JJ	6.03E-06	
tasted	VBD	6.03E-06	
recalled	VBN	6.03E-06	
won't	VBZ	6.03E-06	
adolescent	NN	6.03E-06	
dissolved	VBN	6.03E-06	
recruits	NNS	6.03E-06	
places	VBZ	6.03E-06	
relates	VBZ	6.03E-06	
tired	VBD	6.03E-06	
disclosed	VBD	6.03E-06	
awoke	VBD	6.03E-06	
squeezed	VBD	6.03E-06	
theirs	PRP	6.03E-06	
sweeping	VBG	6.03E-06	
reared	VBD	6.03E-06	
seventeenth	JJ	6.03E-06	
frowned	VBD	6.03E-06	
Students	NNS	6.03E-06	
Julian	NNP	6.03E-06	
worn	JJ	6.03E-06	
thrust	NN	6.03E-06	
restrained	VBN	6.03E-06	
$1 	0	CD	6.03E-06
you'll	JJ	6.03E-06	
straw	JJ	6.03E-06	
consist	NN	6.03E-06	
wherever	IN	6.03E-06	
flush	NN	6.03E-06	
tight	RB	6.03E-06	
Saviour	NNP	6.03E-06	
accuse	VB	6.03E-06	
rival	JJ	6.03E-06	
suggestive	JJ	6.03E-06	
delighted	JJ	6.03E-06	
wound	VBD	6.03E-06	
endure	VB	6.03E-06	
think	NN	6.03E-06	
he's	VBZ	6.03E-06	
murdered	VBN	6.03E-06	
tide	NN	6.03E-06	
Further	JJ	6.03E-06	
knuckles	NNS	6.03E-06	
son's	NN	6.03E-06	
resort	NN	6.03E-06	
decrease	NN	6.03E-06	
extracted	VBN	6.03E-06	
packing	NN	6.03E-06	
puzzled	VBD	6.03E-06	
tastes	NNS	6.03E-06	
shivering	VBG	6.03E-06	
combine	VBP	6.03E-06	
cattle	JJ	6.03E-06	
harder	JJR	6.03E-06	
brother's	NN	6.03E-06	
dared	VBD	6.03E-06	
Atomic	NNP	6.03E-06	
frightened	VBD	6.03E-06	
farther	RBR	6.03E-06	
lieutenant	NN	6.03E-06	
preach	VB	6.03E-06	
abandoned	VBD	6.03E-06	
native	NN	6.03E-06	
stiff	NN	6.03E-06	
devoted	JJ	6.03E-06	
batting	VBG	6.03E-06	
horizontal	JJ	6.03E-06	
waiting	NN	6.03E-06	
cooperate	VB	6.03E-06	
implicit	JJ	6.03E-06	
responded	VBN	6.03E-06	
reviews	NNS	6.03E-06	
Friends	NNP	6.03E-06	
stole	VBD	6.03E-06	
ivory	JJ	6.03E-06	
clearing	VBG	6.03E-06	
deeds	NNS	6.03E-06	
caught	NN	6.03E-06	
waterfront	NN	6.03E-06	
mice	NN	6.03E-06	
spare	VB	6.03E-06	
west	JJ	6.03E-06	
roast	NN	6.03E-06	
Left	NNP	6.03E-06	
admire	VB	6.03E-06	
addressed	VBN	6.03E-06	
phonologic	JJ	6.03E-06	
Often	NNP	6.03E-06	
calmly	RB	6.03E-06	
reverse	NN	6.03E-06	
projected	VBN	6.03E-06	
dismissed	VBN	6.03E-06	
Whether	NNP	6.03E-06	
wholesome	JJ	6.03E-06	
spotted	VBN	6.03E-06	
consonantal	JJ	6.03E-06	
composed	VBD	6.03E-06	
See	NNP	6.03E-06	
purchasing	NN	6.03E-06	
muddy	JJ	6.03E-06	
Dulles	NNP	6.03E-06	
guard	VB	6.03E-06	
figure	VB	6.03E-06	
lifted	VBN	6.03E-06	
simplify	VB	6.03E-06	
Tell	NNP	6.03E-06	
present	VBP	6.03E-06	
silent	NN	6.03E-06	
preoccupied	VBN	6.03E-06	
Littlepage	NNP	6.03E-06	
barbed	JJ	6.03E-06	
lease	NN	6.03E-06	
bent	JJ	6.03E-06	
export	NN	6.03E-06	
glad	NN	6.03E-06	
enchanting	VBG	6.03E-06	
ceased	VBD	6.03E-06	
disclosed	VBN	6.03E-06	
cover	VBP	6.03E-06	
expanded	JJ	6.03E-06	
Forces	NNPS	6.03E-06	
crude	JJ	6.03E-06	
screen	JJ	6.03E-06	
impressed	VBD	6.03E-06	
friendly	RB	6.03E-06	
nursing	NN	6.03E-06	
writes	NNS	6.03E-06	
Factory	NNP	6.03E-06	
Rogers	NNP	6.03E-06	
Either	CC	6.03E-06	
saddle	JJ	6.03E-06	
operated	VBD	6.03E-06	
searched	VBD	6.03E-06	
skipped	VBD	6.03E-06	
recruit	VB	6.03E-06	
Price	NNP	6.03E-06	
Again	VB	6.03E-06	
exploited	VBN	6.03E-06	
Five	NNP	6.03E-06	
forth	JJ	6.03E-06	
meaningless	JJ	6.03E-06	
parked	JJ	6.03E-06	
necessitated	VBN	6.03E-06	
populated	VBN	6.03E-06	
hidden	VBN	6.03E-06	
